109.822,44.6134,19.7881,151.385,69.535,66.8518,178.578,36.8933,11.9364,35.5692,20.6725,70.1888,93.9184,155.66,17.6684,86.7438,15.5211,60.3542,44.2347,64.3706,5.94898,279.807,66.8403,200.241,68.4082,29.1939,75.962,48.5555,229.126,118.799,149.12,74.4025,18.5693,4.79727,15.8569,1.34948,22.7922,8.59178,57.7337,50.4685,28.1257,36.6923,63.2885,33.0052,23.8096,35.8654,61.8579,90.4516,34.0817,166.765,17.1339,142.013,145.855,26.3477,5.55181,49.5899,12.7249,17.9367,54.7962,69.3857,16.3127,21.4633,20.8314,4.78303,41.5228,38.2289,8.89871,5.69547,5.25651,7.87248,10.1586,32.6749,27.7137,0.00266966,265.182
109.822,31.5594,19.7881,159.337,69.535,66.8518,182.353,36.8933,11.9364,31.5965,21.3748,70.1888,82.6293,158.922,17.6684,86.372,15.5211,60.3542,61.9767,64.3706,5.94898,279.807,66.8403,227.243,59.9643,29.1939,75.962,28.1104,234.248,123.494,149.12,74.4025,19.9181,4.79727,14.4096,3.01764,15.4785,9.64403,45.6886,43.1791,28.0752,47.0071,63.2885,33.0877,41.0189,38.2473,54.4694,90.4516,7.58971,166.765,5.47786,142.013,145.855,26.6548,10.4767,66.3548,31.54,20.0769,26.371,69.3857,16.3127,36.1409,20.9147,3.85001,19.4833,38.4521,9.57143,6.61508,42.4041,18.4212,10.1586,33.86,23.4937,0.00266966,274.591
136.496,31.5594,19.7881,160.862,69.535,66.8518,179.432,36.4827,11.9364,31.5965,21.6678,70.1888,80.6083,151.35,7.29501,86.372,11.5466,62.854,61.9767,64.3706,5.94898,279.807,66.8403,227.243,59.9643,35.4941,75.962,28.1104,234.248,129.973,144.631,74.4025,22.5802,10.228,14.2155,3.01764,15.4785,8.72731,45.6886,67.3202,28.8561,47.0071,63.2885,4.74508,31.4051,37.1884,44.8151,90.4516,7.58971,166.765,26.979,162.24,145.855,25.1431,10.4767,66.3548,31.54,12.6352,26.371,60.8928,8.6553,36.1409,12.0338,4.11938,17.6322,39.093,3.64273,8.69394,17.4789,19.5894,58.908,27.7171,21.8499,0.00266966,266.354
136.496,31.5594,19.7881,160.862,67.4087,66.8518,179.432,36.9743,18.4583,34.8058,21.4587,70.1888,80.6083,153.018,7.29501,86.372,1.18605,41.1119,72.2135,64.3706,15.2298,279.807,78.1581,227.243,43.6231,53.4198,75.962,28.1104,234.248,130.375,144.631,74.4025,20.0652,9.58041,10.9892,3.01764,15.4938,2.95622,45.6886,60.1254,27.4048,48.7078,62.2543,4.74508,27.4431,39.8076,13.6335,90.4516,74.4881,166.765,14.4978,145.395,174.432,25.5044,3.24159,99.1985,31.54,5.94661,45.4702,43.3514,5.97077,3.63421,35.8883,21.3215,18.3539,42.4489,21.8166,9.32849,30.7949,40.7283,61.4286,21.2742,40.0509,0.00266966,276.224
136.496,41.8631,3.35532,160.862,67.4087,66.8518,179.432,46.2369,14.4052,34.8058,21.5474,70.1888,82.0703,155.114,7.29501,86.372,1.18605,46.5933,72.2135,64.3706,15.2298,279.807,78.1581,227.243,38.4952,53.4198,75.962,28.1104,234.248,130.375,144.631,74.4025,28.3879,1.91741,8.63982,8.07794,8.59513,5.93202,45.6886,59.3904,27.2861,50.4548,62.2543,8.26629,10.7581,38.6628,7.3591,90.4516,76.4733,161.759,31.5901,130.483,174.432,24.8994,3.24159,99.1985,31.54,5.94661,45.4702,28.5657,20.37,34.8209,20.9891,27.7519,3.4188,53.004,9.6585,8.87545,31.3296,59.1229,54.5575,8.33246,50.8039,0.00266966,277.799
102.573,41.8631,3.35532,160.862,104.368,66.8518,131.585,46.2369,14.4052,42.4112,21.5658,70.1888,80.2959,155.114,11.268,86.372,1.18605,51.2201,72.2135,64.3706,20.7715,279.807,78.1581,229.484,30.953,55.2271,61.2882,28.1104,234.248,127.557,151.125,74.4025,27.8692,11.036,3.93168,6.22045,10.4569,5.93202,16.839,94.4764,28.3212,51.6961,50.8043,8.26629,9.16788,56.9192,9.58771,63.209,72.5455,161.759,20.8411,130.483,182.819,24.3904,7.13476,76.5046,31.54,0.904788,14.7167,70.7809,7.59839,29.3597,26.493,37.9422,12.4486,53.004,20.1384,8.14434,27.4851,46.3902,29.2822,18.9256,25.4593,0.00266966,278.158
111.623,41.8486,3.35532,160.862,104.368,66.8518,134.277,46.2369,21.6189,42.4112,20.8994,70.1888,80.2959,144.673,13.8216,86.372,6.19516,50.385,82.8014,66.2389,23.679,279.807,78.1581,229.484,27.8014,52.5368,62.4224,6.77207,228.8,130.133,143.633,83.1828,28.1303,17.744,2.06688,8.25805,8.55556,5.13721,16.6755,77.2684,18.2773,58.1471,56.6754,13.8334,13.7619,56.9192,2.91651,64.2394,69.7843,161.759,26.5203,143.536,182.819,24.3904,17.2055,64.0451,57.784,7.50669,14.7167,64.5599,7.33189,28.8267,24.1003,7.2974,13.5745,61.8657,18.5816,3.6241,27.4851,35.2197,16.7735,18.9256,25.4593,0.00266966,268.321
111.623,40.9548,3.35532,163.116,104.368,66.8518,134.277,45.1753,21.6189,42.4112,21.3047,70.1888,80.2959,144.673,31.4828,63.9487,6.19516,50.385,82.8014,66.2389,26.1514,279.807,78.1581,229.484,23.8156,52.5368,62.4224,3.43707,228.8,128.099,153.683,83.1828,28.1545,30.4312,2.06688,8.25805,7.15514,1.76793,16.6755,72.8878,18.2773,61.5728,56.6754,7.53688,15.6692,56.9192,21.6134,92.9065,21.8528,161.759,33.382,116.398,167.399,8.79059,38.7849,65.0272,57.3311,7.50669,19.3452,68.2925,10.7688,26.5043,22.5852,5.4079,7.7523,35.1019,18.4411,3.6241,11.2544,42.8886,16.9878,35.2994,36.9659,0.00266966,271.294
183.24,42.2027,3.35532,163.116,104.368,66.8518,134.277,52.0269,5.64222,42.4112,15.9516,70.1888,80.2959,144.673,31.4828,54.5391,6.26881,54.7183,75.5619,66.2389,26.8081,280.638,78.1581,229.484,20.5572,52.5368,62.4224,22.0443,228.8,123.207,145.847,83.1828,28.1465,30.4312,2.06688,11.4319,7.68831,4.46707,16.6755,69.9694,16.4946,61.5728,56.6754,7.53688,9.70575,11.2249,15.9385,114.357,30.9842,171.338,25.2297,116.398,167.399,8.06068,38.7849,51.5745,57.3311,13.893,19.3452,76.4795,10.7688,27.0083,23.3854,6.45657,8.82379,21.4259,18.4411,23.2064,10.9354,44.1736,14.3245,18.7674,44.6582,0.0259878,279.565
183.24,21.2919,3.35532,163.116,104.368,71.5688,134.277,45.7433,10.2917,58.0632,26.619,70.1888,89.11,132.834,31.4828,50.9786,3.0814,63.3121,75.5619,66.2389,28.7797,280.638,78.1581,229.484,20.0104,43.7159,62.4224,22.0443,228.8,114.596,141.061,102.515,28.1218,28.9322,5.04199,7.36986,9.31811,14.9456,14.8793,66.4363,14.4687,46.8767,76.8058,7.53688,2.55055,7.4082,9.87602,114.357,34.5664,171.338,15.7487,93.4102,180.208,1.61739,14.2902,54.7936,97.2325,18.3793,19.3452,129.922,10.7688,26.4487,20.1864,8.21861,8.48637,1.86595,12.1066,26.6155,10.9354,42.1548,15.7772,18.7674,47.4658,0.0259878,271.319
